Id,pricingInfos.price,pricingInfos.rentalTotalPrice
9a3b1bd71d,1511830.46,7431.62
9caca00efd,780660.46,3681.86
1b3648676b,400518.54,1805.44
460a97ba09,1301232.3,7020.72
f08f33a869,905023.46,4755.76
95e8f30fdb,244565.32,1375.88
ba98f98036,270941.44,2255.84
a8fe546568,206135.82,1165.4
ff69afb29a,4610453.92,13480.94
c33b62cb26,314535.1,1604.98
4c37505e78,535936.1,4540.15
b20d5149f2,1105523.86,6452.14
bc8f6c6045,169318.95333333337,1122.82
ff47cb620c,198211.98,5006.69
7d9f66a334,266520.76,1961.505
27aa3d003e,207360.04,1738.6
411090991c,1053415.82,5411.58
2a2a7fe0be,1315817.76,5148.44
18c450ce72,752369.0,5420.18
8a1b3f856b,461400.62,3193.84
677abd7ce6,177531.7,1023.06
f65286c98a,584639.88,2781.08
76e5254812,529349.5,2677.68
b796c9ad5c,214210.5,1479.206666666667
4092802163,263284.99,2118.6426666666666
4447ad1d5c,654651.06,2972.64
dfa4cf9159,498521.58,4827.55
4b3b7a4303,272974.5,1713.08
6ecf1ddd6f,2816687.78,12934.92
6732b50e3e,183719.2,1040.8496666666665
8e9fb5c931,1091546.12,9293.14
4b528b87c4,1277275.9,8670.666666666668
2d2706f3a3,561791.54,4266.34
a660b1be41,1474192.94,5577.06
a4e0df0225,2454821.54,8431.48
df78945f48,1295559.94,6995.36
3fbd4dd65b,320949.94,1791.82
e68fca3bfb,740828.8,3418.02
d820cf28d2,478925.84,2709.14
b08e81338d,209278.54,3243.0
a0e2711a56,311401.94,1872.7333333333333
d90ead7a48,482621.18,2609.62
719b6dc8e7,1063841.78,4309.18
e65974eb15,460764.77,2755.24
0a95322e8d,1409253.86,4555.32
4f2b878f87,259105.7666666667,1748.82
4aa39b9116,290653.58,2021.2
94c0c84679,461353.75899999996,2914.76
99315b7887,1144640.0,6330.54
58d5a076d4,634391.8,2875.52
14ec682d85,271941.82,1707.38
f62a9ef7ea,1465059.94,8326.1
c91af69e9e,887253.56,5559.9
54f6de7d92,675499.98,3224.42
8168b07b0b,324932.06,1912.9
f990be68fb,1307557.92,7363.04
8737adc2de,1824056.26,8019.5
7f1205cadb,386934.8,2056.3
40b898a173,2469319.84,11926.7
278b76f168,221899.62,1620.3933333333332
ede5729ce9,1463460.54,8692.34
a739693807,285292.22,1639.38
433bc748b8,826104.9,3837.48
3a172c7e20,501066.04,2466.876
51424e35c1,306109.94,1633.12
7d751bab52,172879.0,1101.355
e12dbb067c,645357.92,4427.3
34eeaa8f55,471762.17,3255.46
9cd0dc9474,191611.2,1184.18
ea3bd07c54,843283.04,4397.4
406608ed3d,591234.0,2666.08
27ad5f811c,286327.74,1677.0839999999998
4754da8764,854813.5555555556,4090.34
d0ecd7d57e,331393.92,2114.94
9a7560e893,472597.5,4367.16
dcc9bbaed5,992569.72,5502.22
234ccdb0fd,179460.96,1186.94
7a946cb877,299138.77,2161.76
a7667cded0,942802.04,10269.18
56cfda23c6,238643.72,1711.98
9b1c231af6,484049.9,2525.04
f975f63a0e,718060.0,2810.913333333334
6fea9d45f1,758598.3,3865.448
9db316031f,4228796.8,16301.02
a80f426514,2306079.96,9708.44
53d0dd13f2,256997.64,1926.5813333333333
9c8efe642e,406972.82,2730.445
1850ab6d8e,423359.98,2387.06
b1fd579647,312622.8,1590.88
4a14f13680,354848.66666666674,18301.0
678007113c,392380.68,2094.163333333333
a690796c8a,1353377.13,5738.68
9f59bcc3e1,402052.58,2061.8266666666664
fa78e89f4e,456075.18,3811.72
c70e7d7b83,553913.96,3631.62
9382e6d037,148159.18,51202.79266666667
936658c806,836170.8,4505.36
5f67f2260d,149576.94,1251.4114285714286
10cda73226,770836.305,2595.2
732cd7860a,300271.94,2248.44
2de7768507,646028.34,4331.16
95f21775d4,218959.64,2019.7333333333333
e145133712,387792.88,2755.5
b93ec5b600,189000.0,1066.955
021a894564,148885.78,1171.72
eccf8492f0,430777.2,2592.46
f7bc6e6940,260647.58666666667,6435.826000000001
501abf61ff,508404.7733333334,2572.42
42491ec512,402446.64,2456.44
4b84082012,635769.46,3410.1
e813998ec1,612135.92,4431.16
dca842d63c,428684.06,2020.22
24d6816e57,618033.78,3592.77
36531724be,745077.06,2975.38
3090921cb7,1610279.66,8826.38
c68815c222,737189.08,4825.2
463763c199,239032.7,1902.47
6b97cec4cc,220422.12,1408.92
8d43cfa16f,447192.56,3319.3
23c056241c,1590561.12,6750.86
c525f56208,281035.72,2010.48
d9573a7814,467571.38,2710.26
53fbef536e,502398.6466666667,3235.62
8f1d93ab47,205559.27333333332,1351.43
db1edf6188,273748.64,15128.426000000001
e3cc668e5d,216775.48,5632.04
b875483d6c,349396.6,2497.66
b0367a69ef,503439.16,2887.8
3c6997d203,474292.42,2323.54
68d50af1fd,805713.88,4935.4
8464c025c4,764589.7533333333,4899.7
52f8dda12e,372132.54,2163.6
6e6d5371f8,1385761.96,4940.08
b11320570a,583242.56,3777.98
50d1d25e8d,483318.74,3535.57
27291ad4a9,821583.28,5798.37
f28c73c92c,372021.0,1801.82
9e33489e5f,196477.6,5083.84
beefb5913e,3453645.46,16300.48
0dea0a0c20,393553.88,2254.92
4695f1e88a,1820279.64,8358.86
670fa33114,228433.3,1646.14
2c0f144d78,883590.3600000001,8038.38
9beaf6e5ae,251999.0,1672.503333333333
51b159b819,212738.3,1323.52
0f7b5a6ad0,230690.18,1380.4
878c3dbb5e,1393545.82,4925.3
a886cfa150,342670.2233333334,2030.5977777777775
8eb3d829a3,349789.96,2336.92
0cc40a4981,541235.298,3022.48
8a9b1f2a01,529243.64,3007.54
bf6da5f324,293336.84,1487.66
def695c5a6,838109.96,5997.66
a6d45b654a,244004.06,1231.96
cd079879e7,189240.12,1354.8933333333334
3d9479b754,242907.16,1555.96
051221ce69,729217.94,2768.2
d680552367,278431.78,1886.6326666666666
26b3f1f8d9,282110.3,1639.1
2b682f7158,207325.94,1418.38
45669baf4c,114314.0,1128.3
a066beeb13,1044581.76,5109.82
28059f43d9,285585.76,1429.08
2b61c73770,1438765.94,6775.7
93850acf6a,1019143.9,5613.92
9863bf7df4,141368.94666666666,1211.48
e2fdc8c359,760762.48,3827.46
e863b70ff1,184043.98,1188.34
2d9d192224,453932.26,2286.46
3ce61137d6,1307543.98,4283.64
339aa45150,284140.33666666667,1752.42
84cbac02bf,231798.3,1615.14
c26a058575,372928.88,2120.3
d2d888e389,309495.92,2220.02
6f93f7c7c0,406002.14,2147.92
345be94134,1446358.52,6846.68
23904db653,276693.54,1876.48
3156e36912,2961707.68,8323.62
c02757fa0b,857219.9,4005.66
e513342b66,2961741.94,11228.96
d033257e19,1724183.94,8224.66
e7733d8cdb,1175537.78,6046.42
53aa95f594,425987.22,2231.48
21806ca605,201498.22666666665,2031.9
6150f3975e,226026.66,1582.92
bbaac6d7e4,130213.8,1075.24
39a1d1ed76,909300.0,4825.06
5afa99217e,299840.18,1958.96
39216a3492,757805.96,4373.88
3eeaeacf24,745893.28,3474.96
1898cde06a,1836374.86,5110.56
65733db091,5720820.0,20663.4
590b9d2537,564934.68,3663.79
11ad6cd621,278151.78,1703.9
bff8d38b66,685917.18,3443.54
b1009d4670,450738.8,2134.54
4ef1b918b3,410231.42,2095.5
957ad763af,339849.98,2467.0
7cc8ffb72c,225497.42,2056.32
05c56df31d,909943.68,4071.38
41aae46e15,214128.52,1346.604
cb2fcd5d8b,435671.56,2525.94
0352b16b20,231545.48,1368.2
367f848d19,1041067.36,4671.54
31619c6418,244860.0,1310.24
02b2e469cc,1357300.0,6832.14
1d7e921a76,592983.88,3282.6
67b8256609,231343.26,1228.1226666666669
815257fb2d,943375.9,5521.0
dd298e0e89,879227.84,5629.76
16f4047e81,1493057.86,6937.88
49658c45b5,322901.20666666667,2910.72
ae85aa2d1f,1680475.7,9176.7
4715904bdf,286523.72,2058.64
d4c9efeafb,330751.0266666666,2584.186666666667
27229e0e33,277554.5,1509.8
2b512da46b,253219.42,1736.96
36f68285cf,151353.32,1142.72
cb2717d0a5,286628.64,1654.84
206ae487e5,407951.56,2761.06
7903a7c6af,791695.3266666665,5619.38
a2bf9cc1b0,1413972.26,7500.96
5c667f9aae,318458.212,5777.3
52972cc21c,500332.14,3207.98
575665d26b,591855.1333333333,2922.25
5d8f574d7f,4020071.84,21198.04
37cce67e7e,989379.56,4670.38
281b7d1b2a,663758.7,4305.55
2995bc023e,351232.98,1888.38
17b54708a0,984056.48,4103.92
7a701d9476,270782.98,1373.86
66fd7ce001,473842.44,2420.08
960a85366c,292385.54,1697.4
b8bf14955a,1650011.85,4616.68
5843dacbcc,1859479.9,7902.06
f791db064b,844250.2,3966.97
4a59faeb6e,480843.72,2555.54
32d8110c89,829457.9,3357.44
a7ed6940e5,959404.54,7677.98
cd9f0b387c,399351.34666666674,2100.04
13667623d1,1119887.88,5173.18
c2bc69970d,618799.96,3638.32
7e5a2aee57,299347.86,1727.37
31458678fc,279552.42,1816.24
46655e9f39,698349.26,3553.1133333333332
14527b4295,1834657.52,11608.22
ea00059fe1,199499.9,1684.66
afbfe5d5bf,278266.76,2559.8
dc39bad1dd,2403435.72,16059.72
33d4890dfc,280804.76,2105.0
7419079469,610496.56,3223.56
a2767a902c,1718513.96,8023.72
1178d277c7,605303.32,3999.46
d563a8bd8d,321789.94,3063.72
340b8fff92,1599975.94,8840.94
02fb5c9004,267946.6,2388.96
cb7b5d7370,2499090.02,13894.28
26abb39461,413739.62,2283.82
2c6906b536,157150.0,1418.8
221a663854,374122.0,1549.86
af862f6d3f,601684.84,3075.14
3ce4a53f9b,1528445.8,5824.26
e4cf6878cc,727220.6466666667,3608.066666666666
bf38f16b9d,1408748.6,7494.32
cdb513c79b,312876.68,1567.02
d0fd8212a5,418973.1333333333,2122.84
3e027cc132,172017.86,1200.26
592b3960de,1126116.12,5580.16
a3aa1eaef4,685609.3600000001,3824.72
1ee62f9f88,324846.18,1744.6453333333332
614587423f,1200494.12,7219.44
e83911df09,789795.94,6151.86
409eff37a6,342769.94,2287.84
0df0b9c4f5,475285.8,2543.6
d8349fb3fe,2587066.68,12652.44
24c969f90d,790327.84,3729.213333333333
5e7b04f0d6,852709.16,3875.2
487eb5c3db,2591628.58,10215.133333333333
1ed59d7895,887611.1866666665,3526.7
7a42eaf12a,157640.0,2081.58
5d693a0926,263778.16,1582.52
a36c2f5e21,319555.12,1881.0333333333335
c0ec0a6ba9,347517.33167050354,1958.04
a13a9e1c09,421127.48,2428.62
582ac07558,217066.96,1734.96
fd23f69181,853061.92,3985.98
ca6a6e0bb8,961641.12,11558.56
0c3b1f70da,283159.3,2011.1
ba840a61f8,363561.3333333334,1987.6
f1b51bddde,258141.78,5594.66
a7ecc4de29,271194.0,1892.09
531944adba,216033.96,1325.3857142857141
24614c6f8f,521330.32,2164.04
02409ca7c9,497559.46,2610.3
59b9c4ca7e,1053889.08,4225.2
3f235baa79,505861.8,3670.713333333333
a04e541a37,551742.36,2189.4
5f999b1766,144199.5,1084.3107619047619
90783be1e4,230334.68,1402.262857142857
7d863091cd,310637.1,1792.89
20f0296c57,950319.58,9760.72
f1a443c99c,318149.9,1780.7066666666665
d6aadb2057,944145.88,10109.28
2998b0b16e,1690196.4,7968.3
f8aa2095e7,1548677.646666667,9386.48
b9d9b9c1da,347828.54,3965.23
3fe3a89afe,317170.0,2366.96
1c6685db7d,799875.86,5301.44
a7cd54e3e7,325975.64,1662.66
f890b477db,256653.9,1421.36
f6f7ead55c,865278.04,3817.94
1e7f6fdd97,895327.84,4713.7
fc8ebaa298,249102.96,1725.2
c45f995fba,137390.2941428571,51258.99
9068a63b33,264846.6293333333,2317.76
3b4de32eba,3359425.8,18968.64
c8b6d3e2f2,311432.56,1505.484
fab32496f6,416880.72,2338.44
e2c39c7102,506827.94,2491.4
7221999c45,297271.74,1733.96
aa7e686df8,399111.78,2103.3
f0826e723e,239707.82,1522.9
badb6ea14b,193327.0,1602.88
65abf1a8fc,320578.96,2349.366666666667
e0885413bb,633764.86,2659.82
55256d0562,173077.8,1093.305
2a7758ea85,495515.63,2321.78
de2416b615,293881.6213333333,1830.6066666666668
881ce758c8,900521.72,4867.34
b5eef52091,271053.64,1576.16
ede0dbb637,547223.36,4562.62
256ed6d86f,1597436.82,8373.18
0bde79e6ca,3660999.3,6352.96
412fd0b4ae,607725.84,3926.8
dbc771fc5a,317858.46,1916.013333333333
079d5e6e01,165951.876,1453.18
adea97a6f4,592108.86,3660.78
c28ad84f3e,243340.48,1133.8380952380953
10b05003dd,2561705.86,15090.76
8b82abc7b8,3153499.7,12788.28
b972d1cc53,1538179.88,7504.0
1d34b53fc3,340600.12,1791.16
e90d5b8d33,359086.08,1874.04
e0e6db3c5a,230466.48,1278.62
15769d63e0,271577.36100000003,1458.4
1edf16daff,793393.96,4183.1
abee81c617,305852.9,1683.5693333333336
61cd180549,290964.64,2340.4283333333333
126ec9b52e,4844979.92,20959.58
d1df94a5bc,171807.96,1503.9
2e837f6450,553387.16,2383.5
606fcf8860,608778.12,2637.78
2c33882571,1058780.14,7325.94
f6e13fb706,2184500.76,15883.06
ec996e9e54,278192.68,1528.02
0d648a4812,980545.8,6502.04
ab4b9f1d99,307166.68,1774.76
34edaf5063,330038.68,2080.34
c292c2fe7e,182116.18666666665,1397.51
4457273222,262566.14,2352.62
d0f165e0e0,852053.92,4051.12
289a13e740,1985993.56,7706.46
9e1d53d67d,857999.08,3898.86
44a4e8e80f,333673.08,2124.64
2875cb6f42,3101083.8,12249.48
cf137bfff3,562121.66,2711.18
6b98eb694a,287065.1,1984.16
9063b60ea5,290045.64,1678.9533333333334
5f97b8bfba,448181.88,4295.25
bfb4b2302b,270106.42,1939.0861904761905
9b85dd2616,243203.15333333335,1658.36
d046a4df92,245027.16,1958.78
ef1d95a203,332877.8,1784.8733333333332
ccc0402440,165324.14,1178.06
520e2de712,188027.0,2111.24
2d9c1e548e,819335.74,5831.56
92cd6789f8,291764.7,1667.98
87ea51c9ee,2295439.66,15021.16
73342714cb,585829.82,3069.18
8cac6f8e3d,297233.505,2060.792
67f611ac1b,3084207.3,9737.1
78d87ad2f2,675499.96,2691.86
f10f643ff6,225773.28,1429.04
2791826017,468509.92,4067.2
3614c3a03d,1118803.62,4423.48
bbc22eb74c,332998.88,1672.82
5405d66f1e,353429.98,1857.9466666666665
b6b36055b2,491790.5,2832.2
d6d13c96e9,328239.82,1926.2
3953c349d1,562835.8,5965.9
a9ed035770,202467.98,5006.48
d5246f644d,520391.6133333333,4224.048
3f895911a3,338414.88,2200.3
b02ed25f03,497852.32,3452.18
82f5f7d293,803501.9,4367.58
d5f2bd97d1,352631.88,2448.08
a9824f4f9a,1216668.64,4351.48
55f9f9f57e,510830.28,2432.2
b919826444,245433.6,1863.1199999999997
8db52375ba,547707.74,3509.34
18916459f3,280895.76,1763.52
aa9b2ee693,613379.04,3563.18
ba1979bf26,718795.0,4370.86
b75984c6bd,320334.0,2082.46
4618b8a4c5,437828.72,2072.06
e18eedf58d,393334.2,2704.1743333333334
4de6e2be49,537060.3666666667,2382.956
6ba57dfdfc,465499.98,3516.28
0c8253b97a,438175.82,3501.9666666666667
32257461de,258109.8,1248.140761904762
a5f374016b,291703.8,1922.38
25e1b50ac9,295259.06,1609.62
fd70c9c384,281987.52,1717.26
a90a46fa6f,1851807.68,12886.02
d0b2726f9c,2060393.76,10375.98
d8543213c7,269552.52,2393.86
6d8a80dd21,449684.14,2543.62
6764581797,680497.82,3032.94
56d9d002a2,509614.54,14945.18
ba0eb06f2f,1640435.78,9209.04
33a3e2048b,246076.08,1511.5533333333335
cc6ce3a2a1,202492.85,1530.02
b2fc4bbea1,249786.06666666665,1741.7
ce124d2f63,721314.04,3179.06
a0231a5655,1565281.84,12447.5
1b6fbd6d13,508213.74,2330.4
25ccca57dd,281205.74,1596.6
7a37d8e2d3,434377.58,1982.36
61ab1ffb25,1723976.48,8710.68
ed459433c2,371678.1733333333,2634.8
764564906d,220577.58,1397.1
9130b1fb80,664662.11,3102.24
5e04232a49,1841110.34,8114.4
b1016d5e72,664733.94,5176.94
8d3f65b306,2631495.84,12021.9
889eee5778,585689.92,4738.986666666667
7600e7c1e0,373155.96,1960.64
5e7182a044,576878.44,2661.0
eeefb341ef,965798.2,5037.34
f23cb667ae,247417.38,1759.7120000000002
3ae997f724,600115.44,2952.4
2f6f2ec70c,2061471.7,9145.68
846004ee94,843331.8,4391.7
aef857a23c,258406.53333333333,1792.5
7a4305da2c,178405.65633333332,1080.4926666666668
74be4fe3c0,576309.92,2460.62
98816f7311,2006199.16,11140.52
1c8a79f141,722893.22,5943.9
e8c8fb907c,1219136.76,5144.22
33e03b4117,244803.74,1711.5533333333335
73c856643c,628356.4,2935.54
b71e114c3c,4549677.8,36384.06
eaf2dddfe2,417376.1,3559.6
da627be84a,287239.23,2528.18
832761da0b,296600.96,1256.2546666666667
fc88dbc3bb,1292199.96,4737.12
3b9d416ff8,236226.0,1240.39
d6532b43e6,229865.26,1828.5
50240fd047,306502.09428571427,1713.2933333333335
0c22b8aab9,2379397.76,8114.1
db0aa8ced5,417556.12,2457.71
227a7caf8d,352832.9,1704.3133333333335
ae534a593c,895593.86,5212.04
e7918f9087,330145.08,1939.28
bb4d064a14,673598.76,3421.81
5fad165a8e,1021929.94,7309.04
0ec49ad79c,3784154.58,26555.26
2769658dc1,1421037.133333333,6165.06
031efd074f,2832308.47,9106.56
35ff60f426,480786.96,2456.94
98029228bd,643341.98,5487.733333333333
535ae73a10,480812.4,2302.07
381eaa9d29,682485.7866666666,3730.18
9501121864,147187.74,1051.558
f56baccb8b,291871.94,2054.8720000000003
42e061ab36,304885.48,1501.244
0ca983f177,769089.88,3277.28
94ceb0291f,557908.54,2488.2
1c38454a22,1717785.72,9053.4
a87d6854a1,274136.42,1516.94
4ba66bcf33,524819.24,3217.04
3356a0b849,781185.86,2738.08
b3a46ea50f,688820.98,3391.98
667b02a2a8,117907.48,1134.12
fe7d366184,290133.34,1466.24
a1a471212f,527109.89,2684.18
1590a453ae,2085705.7,13493.72
f8d60b9929,1815603.84,11362.2
5b1428d867,412873.96,2186.92
ba19f0d8a5,745778.6,2915.7466666666664
d221401648,514813.32,2432.84
ec981bbc9d,934285.3,6571.56
f1701fc366,1852825.2266666668,9456.26
cf341f27e0,400008.3466666666,2001.5
20b54f1e84,552313.06,3340.72
dd29e7f604,394127.9,3296.78
a86b914b76,780113.48,5895.16
a1cb6b32b8,578028.94,5406.02
f7d47e7a55,869959.84,3274.62
2744baa57f,589191.42,5334.01
c33a1646c0,4271222.98,19422.74
fe4a8c38e4,4289249.86,23112.54
f6fb34ae6d,238657.54,2364.48
f815d041d9,889298.2766666666,3897.96
d1c9fee917,865563.84,4991.4
c587644639,121181.48,1068.44
4797acd3b6,4188481.88,12259.7
879d6becd5,1655975.86,6859.64
1d9796a19a,163015.96,4961.92
bc05ae8899,276551.56,1854.1979999999999
0b052b7816,961589.62,4006.46
abdb14f02a,564641.54,2938.4
bf7a9adb7d,2355121.76,14679.6
33835bd642,306679.68,1623.58
5a15d7d945,598784.16,2524.5
b3735f6422,378420.0,2463.76
6c4e828e99,393080.46,1922.72
ac1222db5b,438045.94,2462.0
4b9a28b32f,426949.3,2238.1
e37a2c9a81,1232293.98,4553.98
b076406daa,1254513.72,5730.0
56c727d1bc,495767.62,2500.66
8dcd233000,233752.02,1351.05
b0995afed7,698885.28,4797.78
644cd1820b,276529.06,1682.46
1cd64a8efb,264977.6,5771.64
051fcce2e5,1496291.98,7000.2
4c8caea5e4,592329.0133333333,3166.66
98668d6141,401070.58,2248.7
d40fbd1754,454099.1733333333,2327.26
12d30c3f9f,793940.0,3707.66
1a8f23be9b,783752.08,5210.28
e74cfe1a79,563051.98,3650.85
5bd3680a26,1084806.96,7535.58
99b9cf2c02,536395.66,2860.56
79c59fc1bb,2280616.62,17002.58
f1b4a5a650,2510451.72,11345.64
ccf7646a0c,490545.86,2631.02
ce0012bbd7,647000.12,3810.48
7745e2ddba,653183.94,2627.68
9be917a642,2023363.84,9033.68
7d44566af6,2664633.96,9849.1
26e96ee530,240609.08,1324.682857142857
5e0fb9a844,200804.33333333337,1292.24
86a6c17729,460156.94,3112.233333333333
3e05cf984b,220986.24,1217.144
70b0d581b3,624621.34,4178.86
1ed0b8d268,178128.92,1311.5
fa5b275747,332177.86,1927.64
ccdcdefa7b,862304.56,3785.58
7ced060f2e,178439.08,28137.82
92887fcc13,1022545.78,5110.6
3d2595eab7,421203.86,1973.1
2f250f45d0,207171.72,1569.16
cfeaf42555,211433.0,1702.77
dfb5a4c02e,700407.6,9550.685
b46d1eef4a,319661.96,2217.86
aba5dee97e,315019.8333333334,6590.89
2bb724ef74,195295.843,2202.895
c9445d93a1,425873.21,2111.06
ce34c19508,729170.74,4678.78
856c20e21d,357209.98,1796.46
e12c459574,416121.94,2176.06
c49911b392,500543.72,2605.116
bdd66c51ef,374040.82,2418.22
74db9ad791,1063756.3,4204.18
1a1ff9ce72,296762.58,1816.2
8cb1a77b70,460888.51333333337,2290.1
fa7f60010d,723701.96,5229.04
e7ce0373fd,1342418.0,6993.78
156e33d8f3,728111.94,4308.0
1da40eb770,1021810.73,5660.44
840c23e307,699415.18,3868.6
931a77cb34,1057377.94,4237.28
ae149cf312,786394.56,4386.56
ddf811f938,164920.0,1295.0816666666667
cea2895633,304344.28,1947.72
1da2264a18,266468.68,26197.28
e5b57e7ecf,699596.7,3594.14
4346c0e52e,260115.56,1541.96
aad31508c7,246785.52666666664,1065.27
5d09d15dd8,442623.88,3295.78
2034c776f5,258124.4,17824.6
8b23ec79dd,914274.2266666666,4354.74
eadd0c07e2,203402.8,1332.2
b4b0eb5946,865297.9,5748.026666666668
f59615216f,1146312.26,6887.58
ebbba04c65,279333.4,1680.88
9f5cb03aa8,256342.02,1626.94
97de1de013,399485.17333333334,1931.78
6463b7cfce,920668.0,4444.5
0c07855a4b,250168.26,1880.34
c69c4523ea,624119.92,3563.566666666666
825fd5a6b5,1031429.7,6235.966666666666
02745eb592,610665.98,2929.04
9e3ddbe401,1458785.94,6495.06
1a335555c8,2168095.88,7408.9
6076c45e91,485652.38,3607.6
19b670cd78,242857.7,1956.0
5385ef6699,161433.94,1032.6866666666665
4b8585d18d,272337.765,1726.1653333333334
3ff0e08142,479910.5266666666,3267.1
463d83e973,795634.06,5015.84
b49c1c577a,288679.78,1425.02
503afd615f,2769597.96,13157.0
f0bfabdcff,421177.1,3482.42
272525920b,330205.89,3545.54
e28c800a9f,1518579.94,6332.5
f3d798b503,1674847.7,8551.88
9785f30d0e,842106.16,5733.74
af9a2941be,427142.42,2789.46
04a1cba48a,4825197.9,46007.74
2d3f3c8e3f,692020.0,3699.94
a5f0a6c416,1259467.88,7425.54
9c9320d73c,560167.8,3544.64
749e4ede10,1269799.92,7695.0
ecd41e319a,1054999.15,7337.58
defdf50910,256174.02,1284.18
d20334aaa9,568665.96,3135.64
8edfba3c92,503243.82,3147.1
f6de11c218,753913.88,3971.38
11ad9685bc,651657.98,2919.1
e8cd9cb007,774835.56,4039.66
405445d766,626001.42,2546.82
fe37a22907,185008.22,1078.375
fbacbcf654,601383.86,4148.431666666667
2a06ca4ed5,401264.86,2713.96
9c1412115d,455755.74,2119.123333333333
5e7ba01274,2046729.08,8629.82
dd39072d8e,273152.16,1653.24
949d756ab5,203952.0,1264.08
333122c78e,692993.54,3402.32
078682c195,498268.18,20139.76
74c0c7d745,993142.38,7083.34
ed666c6976,343369.08,2425.5816666666665
599ef7e9c0,188210.26,1261.92
a8663d7fcc,1006935.9,4769.5
bb5e1471a7,489999.0,3184.02
25d52c3ac5,482640.64,3748.88
382de9f571,364681.34,2026.04
a1c7b8d354,296302.76,1852.82
25de78a565,889237.88,5236.440571428571
f419842b89,541288.66,3027.74
602faaa1a5,596328.44,2200.48
be6b9a562f,2109084.3,11040.06
bf00edefa2,396459.68,1696.22
d859106694,352839.5866666667,9730.2
144fec851d,932007.96,5724.34
d8c92fdd65,967192.52,4888.52
34e26e237d,1204167.7766666666,9189.74
151b26d571,160131.68,1267.86
d0452acd8c,1387649.76,8205.8
59e410b646,379451.76,2169.02
834e53330d,696052.74,3263.66
1b7d6819cc,251516.58,10329.8
1f1ee8daf3,662757.6,2579.86
f2303b7bf9,296575.88,1652.64
571a8276bd,923593.98,5307.66
42a6ec2d2d,2322081.82,11755.86
f2b8a6cfcc,376109.9,2038.72
1d88bca3d1,184968.0,1251.7057142857143
ff8a7cabec,1101785.88,5080.18
9596d3838f,314001.1,2876.05
74a8eb215b,1249934.0,6725.02
0608014e87,334664.3742857143,3366.746666666667
058ff20d6c,261836.98,1958.78
8a34f252e0,673399.94,4563.28
d58e9764c5,906140.6197106784,5948.02
4991997e4f,438039.9,2032.86
cdc6aa85d1,1956213.84,8363.84
c0d49a0e2c,531894.96,3358.36
19b303b58f,517521.4,3039.88
0db3b6c326,4814165.88,27163.4
a68c1a64fc,192099.54,1307.66
2fa565892d,174824.44,1146.4164761904763
33092fbc8d,106644.42,1696.08
2c7b8759bf,376339.5,3193.846666666667
d75585fce4,446949.9,4647.26
658962742e,693861.08,3793.36
477d85f673,199500.0,1259.6066666666668
940561047e,656375.96,3533.86
1c98d56060,234483.24,1857.88
d03c5d492a,414945.88,3456.4666666666667
8d0e1a67ca,916439.26,3829.44
bbfeb3f327,660287.7933333333,3145.64
ac03d40c38,541039.54,3205.06
9b5c07d403,266006.6,1572.16
5590006f1b,330877.12976755167,1621.96
169c49ebe8,288257.81333333335,2124.312
8b48c56ba7,1077266.98,5362.72
6408e0444c,1326177.76,9070.76
7158222c25,405248.2,2441.6266666666666
c82c23b387,652819.96,4769.04
6863ff39f4,871415.9,5010.44
f9a2c51807,262175.8,1626.44
4591626ca5,943032.865,5266.66
663be1a40f,596915.18,3113.9
7a16d3549a,1210562.22,6089.18
7cf8b5c1f1,623121.0,3827.52
cc3c3db34d,1279544.148,5325.78
12378127c8,187616.8,5360.26
e245b8552e,268895.56,1540.3700000000003
e594afd6c3,4615632.32,22407.32
7cc6a40c75,572543.76,4056.42
c06a65deb1,877353.44,6399.46
9d40a8d8a0,665041.72,5411.62
d753e0b019,222389.62,2026.34
3af8051787,431297.8,3008.5
2df014344d,769145.96,4164.18
ef18f9400d,259469.48,1552.78
2e5732dbce,172395.96,1170.84
57581e5e9f,422278.98,2028.82
c51a23119d,534029.9,3953.44
d575b5ac6c,794091.24,3799.96
03cc3de2e1,187990.44,917.12
5580658ed6,626480.98,4522.191666666667
51d455c997,265450.08,2018.5
bdb6bd2f93,642305.98,4774.9
9880c42357,699019.8,4249.78
de43d9e8a1,368356.14,2790.7225
ae8c982698,1547757.52,5433.08
22d180f2d1,960413.96,5036.46
22f058b8ac,534554.88,3421.78
02e0ad5406,424059.78,2333.86
a4d931dd79,347137.26,2074.08
630ecb26a9,270568.44,1365.9
8a5f8e7161,207787.88,1421.54
ca39cf918c,3710839.6,16420.26
6c3a0efc8a,377075.96,2662.38
0494ad1064,818603.1533333334,4584.1
3047dc2e7f,640458.24,3705.28
cd0153ef82,297265.12,2102.99
a4dabe34ba,1293580.32,6019.52
5e497c5b1e,2356962.12,7687.74
4724782732,210085.90666666665,2383.49
8d2a0f83e8,430389.34,2375.6
ab59366225,524817.44,2533.3386666666665
066430d168,357410.20333333337,1930.8
df7a35782d,142443.44,1086.26
68728bf341,1161369.8,5589.88
cfa3ea5c3d,788303.48,3515.86
d625d49e04,275318.56,1291.64
6835dc1c10,364480.5866666667,2239.3
8cc704fbdf,1239867.85,7010.44
ad217934e6,290831.74,1625.856
c958b88819,1574215.82,5752.38
eb4c5a7b0b,584814.86,5269.015
bd82bce05a,359846.64,3009.91
a6270db118,324884.5,1650.6
30db90a227,563723.54,7550.7
0016d2468f,211530.64,1311.36
